,SoS091a_CP04272_S249_L001,SoS055a_CP04272_S217_L001,UG006_CP04272_S262_L001,SoS042a_CP04272_S215_L001,SoS036a_CP04272_S211_L001,9B1L_CP04272_S278_L001,SoS024a_CP04272_S197_L001,SoS070a_CP04272_S227_L001,SoS078b_CP04272_S236_L001,SoS017a_CP04272_S191_L001,SoS098b_CP04272_S252_L001,P060_CP04272_S338_L001,P006_CP04272_S287_L001,SoS002a_CP04272_S177_L001,P012_CP04272_S291_L001,P031_CP04272_S310_L001,SoS081a_CP04272_S241_L001,P043_CP04272_S322_L001,SoS008a_CP04272_S185_L001,P026_CP04272_S305_L001,UG004_CP04272_S260_L001,SoS025a_CP04272_S199_L001,SoS098a_CP04272_S251_L001,SoS079b_CP04272_S238_L001,SoS017b_CP04272_S192_L001,SoS008b_CP04272_S186_L001,SoS081b_CP04272_S242_L001,SoS014a_CP04272_S189_L001,P009_CP04272_S288_L001,SoS042b_CP04272_S216_L001,SoS065b_CP04272_S224_L001,UG005_CP04272_S261_L001,SoS035a_CP04272_S209_L001,P004_CP04272_S285_L001,P018_CP04272_S297_L001,UG001_CP04272_S257_L001,SoS006b_CP04272_S184_L001,2B1L_CP04272_S276_L001,SoS078a_CP04272_S235_L001,SoS006a_CP04272_S183_L001,P041_CP04272_S320_L001,SoS065a_CP04272_S223_L001,P024_CP04272_S303_L001,P033_CP04272_S312_L001,SoS036b_CP04272_S212_L001,P055_CP04272_S333_L001,P010_CP04272_S289_L001,P001_CP04272_S282_L001,P019_CP04272_S298_L001,SoS018a_CP04272_S193_L001,SoS091b_CP04272_S250_L001,SoS018b_CP04272_S194_L001,P015_CP04272_S294_L001,P036_CP04272_S315_L001,SoS005b_CP04272_S182_L001,P056_CP04272_S334_L001,P051_CP04272_S330_L001,SoS082b_CP04272_S244_L001,SoS039b_CP04272_S214_L001,P023_CP04272_S302_L001,P034_CP04272_S313_L001,SoS077a_CP04272_S233_L001,SoS011b_CP04272_S188_L001,SoS033a_CP04272_S207_L001,P003_CP04272_S284_L001,SoS077b_CP04272_S234_L001,P057_CP04272_S335_L001,SoS082a_CP04272_S243_L001,SoS075a_CP04272_S231_L001,SoS039a_CP04272_S213_L001,UG009_CP04272_S263_L001,SoS031b_CP04272_S206_L001,SoS014b_CP04272_S190_L001,SoS075b_CP04272_S232_L001,P046_CP04272_S325_L001,P017_CP04272_S296_L001,P021_CP04272_S300_L001,SoS004a_CP04272_S179_L001,16B1NL_CP04272_S343_L001,P044_CP04272_S323_L001,P053_CP04272_S332_L001,SoS005a_CP04272_S181_L001,SoS087b_CP04272_S248_L001,9B1NL_CP04272_S279_L001,SoS035b_CP04272_S210_L001,SoS025b_CP04272_S200_L001,P029_CP04272_S308_L001,P059_CP04272_S337_L001,P025_CP04272_S304_L001,SoS027b_CP04272_S202_L001,SoS085b_CP04272_S246_L001,SoS069a_CP04272_S225_L001,P040_CP04272_S319_L001,UG010_CP04272_S264_L001,P042_CP04272_S321_L001,P013_CP04272_S292_L001,SoS004b_CP04272_S180_L001,P058_CP04272_S336_L001,SoS011a_CP04272_S187_L001,SoS063b_CP04272_S222_L001,P038_CP04272_S317_L001,P050_CP04272_S329_L001,SoS063a_CP04272_S221_L001,P027_CP04272_S306_L001,P011_CP04272_S290_L001,P032_CP04272_S311_L001,SoS087a_CP04272_S247_L001,SoS073a_CP04272_S229_L001,P020_CP04272_S299_L001,SoS069b_CP04272_S226_L001,17B1NL_CP04272_S273_L001,SoS085a_CP04272_S245_L001,P005_CP04272_S286_L001,P048_CP04272_S327_L001,P045_CP04272_S324_L001,SoS080a_CP04272_S239_L001,SoS024b_CP04272_S198_L001,P037_CP04272_S316_L001,SoS070b_CP04272_S228_L001,P049_CP04272_S328_L001,SoS055b_CP04272_S218_L001,SoS060a_CP04272_S219_L001,SoS002b_CP04272_S178_L001,SoS023a_CP04272_S195_L001,SoS100a_CP04272_S255_L001,P022_CP04272_S301_L001,SoS060b_CP04272_S220_L001,P016_CP04272_S295_L001,P035_CP04272_S314_L001,SoS023b_CP04272_S196_L001,P047_CP04272_S326_L001,17B1L_CP04272_S344_L001,P002_CP04272_S283_L001,UG003_CP04272_S259_L001,SoS100b_CP04272_S256_L001,P039_CP04272_S318_L001,SoS079a_CP04272_S237_L001,P030_CP04272_S309_L001,2B1NL_CP04272_S277_L001,P028_CP04272_S307_L001,SoS099a_CP04272_S253_L001,SoS099b_CP04272_S254_L001,P052_CP04272_S331_L001,SoS080b_CP04272_S240_L001,UG002_CP04272_S258_L001,SoS073b_CP04272_S230_L001,P014_CP04272_S293_L001
streptogramin vat acetyltransferase,0.001413178,0.00267017,0.002787209,0.002353356,0.004216175,0.001729273,0.002761713,0.0025376,0.002996264,0.002776928,0.002257916,0.002064544,0.002258785,0.002937699,0.002492016,0.00177305,0.002278591,0.002500987,0.003497367,0.003407642,0.00432946,0.003739543,0.002826189,0.003655078,0.002916433,0.002919347,0.00259442,0.00190628,0.000877578,0.003444829,0.00309741,0.002214597,0.001646274,0,0.003414766,0.002776379,0.003015875,0.00298776,0.00367844,0.003689157,0.003683241,0.003168321,0.002737893,0.002570093,0.004000774,0,0.003295235,0.003403306,0,0.003547927,0.002460025,0.003195834,0,0.003772973,0.003371357,0.003730609,0.00311042,0.003791406,0.003459024,0.00227914,0.002807555,0.003051939,0.002976026,0.003087188,0.003066725,0.003058978,0,0.003341371,0.002811376,0.003380133,0.002848174,0.002831126,0.003035544,0.002589261,0.003550606,0.003871064,0.002304833,0.003369869,0.002592627,0.003761949,0,0.00290776,0.002095662,0.002760198,0.002405227,0.003248669,0.002544114,0.002622951,0.002004008,0.003189109,0.002785515,0.003004064,0.003238352,0.003036327,0.002624672,0.005672609,0.002778051,0.003423483,0.003376715,0.003396754,0.000751315,0.003295154,0.00336967,0.001804142,0,0.004418124,0.002957486,0.003218578,0.002832024,0.003798709,0.001770219,0.002759953,0.00180273,0.003293688,0.009677419,0.003213138,0.002048004,0.002193352,0.00180877,0.002663116,0.003190054,0.005456877,0.002837897,0.003037862,0.002745891,0.002210142,0.004235666,0.003580146,0.005471125,0.00263316,0.002972399,0.004222858,0.001392758,0.003230678,0.002789087,0,0.002537283,0.002850627,0.00295203,0.002792462,0.00366606,0.003664277,0.001547081,0.003787671,0.003482152,0.003038422,0.001022611
non-erm 23S ribosomal RNA methyltransferase (G748),0.001236531,0.011556495,0.003750063,0.010590104,0.002529705,0.004851571,0.00789525,0.005631618,0.008076884,0.003877913,0.001796069,0.008312507,0.003619189,0.008898424,0.007236077,0,0.004801989,0.014084507,0.006048387,0.013032282,0.007046327,0.005088862,0.006558209,0.011735236,0.003557407,0.008791028,0.004761629,0.002738112,0.002193945,0.011290984,0.01004829,0.005986712,0.001067853,0,0.006735052,0.006391775,0.008833901,0.012593568,0.008275215,0.008825353,0.005893186,0.009293742,0.00655756,0.00046729,0.004430965,0,0.006455049,0.009101699,0.001666667,0.00759411,0.007175072,0.007147233,0.00625,0.01362514,0.007112178,0.007813781,0.00622084,0.002993215,0.008153413,0.00010853,0.002552323,0.012067759,0.012755385,0.013444207,0.012057373,0.01289345,0.018518519,0.007623517,0.004720497,0.008170029,0.006257666,0.010113109,0.006247573,0.003562668,0.007363473,0.007313522,0.005576208,0.007471577,0.001029696,0.008036801,0.004771643,0.007548623,0.00644393,0.006440463,0.006222478,0.008483492,0.006458136,0.005245902,0.010688043,0.00795723,0.003671166,0.011154798,0.007778243,0.006831737,0.000380387,0,0.007055758,0.008969668,0.013248915,0.009308825,0,0.011011654,0.010521793,0.002742296,0.005479452,0.005671492,0.005134525,0.008616826,0.011413914,0.012062921,0.00197848,0.002759953,0.008498584,0.013544069,0,0.002958127,0.007043601,0.002024633,0.004543984,0.00665779,0.010285878,0.000309223,0.008236426,0.010550018,0.00594943,0.008442468,0.004694955,0.003091945,0.007294833,0.009118863,0.009907997,0.003882305,0.003307799,0.005715815,0.005738467,0,0.010045568,0.009692132,0.010466286,0.006568433,0.006598908,0.006821638,0.005602535,0.009920961,0.011110924,0.007678922,0.00659016
glycopeptide resistance gene cluster;vanW,0.000176647,0,0,5.88E-05,0,0.000192141,0,1.69E-05,0,0.000195731,0.000256581,0.00010866,7.70E-05,0,0.000110756,0,0,0,0,0,0,3.86E-05,0,0,0,5.77E-05,0,0,0,0,2.44E-05,0,0,0,0,0,3.56E-05,0,0,0,0,0,0,0.000233645,0,0,1.81E-05,2.86E-05,0,5.15E-05,0.000164002,7.15E-05,0,0,6.93E-05,0,0,0,0,0,0.000255232,0,0,0,3.81E-05,0,0,0,0.000196143,8.24E-06,0,2.72E-05,0,0.000272554,0,0,0,1.70E-05,3.68E-05,0,0,0,2.77E-05,4.97E-05,0.000131629,0,0.000130467,0.000655738,0,0,8.57E-05,0,3.10E-05,3.61E-05,0,0,0,0,0,0,0,0,0,0.000144331,0,6.27E-05,0,0,0,1.01E-05,0,0,0,0,0,0,0,0.000843597,0,0,0,0,0,0,0,0.000137276,0,0.000162734,0,1.77E-05,0,0.000340553,0,3.82E-05,0,0,2.59E-05,0,0.000234821,7.03E-05,0,0,0,7.30E-05,2.52E-05,0,0
Intrinsic peptide antibiotic resistant Lps,0.000706589,2.14E-05,5.07E-05,0,0,0.000144106,0,0,0,0.000171264,0.000359214,0.000325981,0.000744372,0,0,0,0,0,0,0,0,7.71E-05,0,0,6.41E-05,5.77E-05,0,0,0.001755156,0,0,2.43E-05,0.000489433,0,0,9.15E-05,0,0,0,1.59E-05,0,0,0.000312265,0.000934579,0.000150567,0,0,9.29E-05,0,7.73E-05,8.20E-05,9.19E-05,0,3.37E-06,9.24E-05,0,0,0,0,0,0.000255232,0,0,4.98E-05,0,0,0,0,9.15E-05,0,0,6.81E-05,0,0.000116809,0,0,0,1.70E-05,0.000533235,0,0.001363327,1.93E-05,0,0.000174067,0,0,0,0,0,0,2.86E-05,0,0,7.23E-05,0,0,0,0,0,0,0,0,8.42E-06,0.000360828,0,0.000125337,0,0,0,0,0,0.000137998,0.001545197,0,0,0,0,0.000674878,0,0,0,2.73E-05,0,9.71E-06,0,6.86E-05,0,0,0,0.000123706,0,0,0,3.82E-05,6.41E-05,0,2.59E-05,0,0.000100637,7.03E-05,2.53E-05,0,0.000225303,0.000136904,6.73E-05,2.76E-05,0
rifampin monooxygenase,0.001589825,0.0040907,0.001773679,0.003981095,0.004062859,0.004707465,0.004613685,0.00282424,0.004666118,0.003572084,0.001282907,0.003422797,0.002566801,0.004388264,0.004393332,0.002659574,0.002259759,0.003685665,0.003703094,0.00502042,0.005100699,0.002390223,0.003641436,0.004473815,0.007771813,0.006251031,0.003395442,0.00194094,0,0.004264684,0.004024194,0.003699107,0.001735261,0,0.003104333,0.003722179,0.004428824,0.004401324,0.005964073,0.004802264,0.002209945,0.004335597,0.00451111,0.003271028,0.003570584,0,0.004270263,0.005383801,0.01,0.005180145,0.00196802,0.005064325,0.0025,0.004517717,0.003671547,0.003927388,0.00155521,0.001529866,0.004371294,0.000434122,0.001020929,0.005025899,0.004457118,0.004332022,0.005295339,0.00443123,0,0.004563297,0.005138934,0.004501348,0.006028981,0.003293906,0.005435742,0.004886501,0.004690432,0.004728277,0.00535316,0.00406767,0.004578468,0.003781907,0.00408998,0.003504718,0.004662155,0.004488431,0.001914608,0.003931249,0.004272807,0.010491803,0.006012024,0.003848067,0.002671238,0.00443983,0.004911759,0.005223206,0.000456465,0,0.004105615,0.005646245,0.004908743,0.005073632,0.010518407,0.004663269,0.005416744,0.001804142,0,0.004073447,0.002567262,0.004257486,0.00396674,0.004596842,0.001214856,0.00179397,0.002832861,0.005147801,0.003225806,0.001479064,0.004555373,0.00286823,0.002794035,0.003994674,0.002944665,0.000527498,0.005431148,0.003756078,0.002936578,0.004488922,0.003163992,0.000650936,0.003647416,0.003658149,0.00353857,0.000953549,0.002263231,0.003880637,0.004359953,0.006637168,0.004297846,0.003990878,0.004059041,0.002651961,0.004475121,0.003012528,0.003199303,0.005357501,0.004718568,0.005220562,0.003067833
nitroimidazole reductase,0.000529942,6.41E-05,0,1.96E-05,0,0,0,0,0,0,0,5.43E-05,2.57E-05,0,0,0,0,0,0,0,0,0.000346968,0,0,0,8.25E-06,0,0,0.000877578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59E-06,0.000533005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31E-05,0,0,0,0,0,0,0,0,0,0.000110325,0,0,0,0,0,0,1.03E-05,6.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,2.15E-05,0,0,8.42E-06,0,0,0,0,0,0,0,6.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41E-06,0,0
alm glycyltransferase;polymyxin resistance operon,0.000529942,0.001602102,0.000861501,0.000588339,0.000229973,0.00134499,0.002014426,0.000168611,0.002001457,0.000477093,0.000205265,0.000434641,0.000487692,0.001633409,0.000978347,0,0.001035723,0.000263262,0.000699473,0.000242784,0.000683599,0.000539728,0.000289866,0.000633547,0.000496755,0.000280389,0.00148634,0.000381256,0,0.000560953,0.000390225,0.000559733,0.000266963,0,0.001147253,0.000747487,0.001282341,0.000867414,0.001637697,0.001303926,0.000368324,0.000372417,2.79E-05,0,0.000172076,0,0.000532654,0.000986673,0,0.001048056,0.000820008,0.000969982,0,0.000565399,0.00092366,0.001533239,0,0.000399095,0.000855253,0,0.000510465,0.00050399,0.000546758,0.00089628,0.000514296,0.000552713,0,0.001373314,0.000640732,0.001739532,0.001205796,0.001401952,0.001623663,0.000603512,0.001432347,0.001156557,0,0.001616856,0.000165487,0.000305347,0,0.000770268,9.23E-06,0.001603899,0.00045472,0.001206062,0.000391402,0,0,0.001504414,0.000428541,0.00086146,0.000356374,0.001482017,0.000114116,0,0.001868424,0.000764745,0.000429906,0.001031925,0,0.000625662,0.001111991,0.000577326,0.005479452,0.000532682,0.0004313,0.001650031,0.001735449,0.000434427,0.000173551,0.000344994,0.000257533,0.000391926,0,0,0.000574207,0.000337439,0.000279404,0,0.001390536,0.000118232,0.001908241,0.001649957,0.001220396,0.000782473,0.000867546,0.000162734,0.001823708,0.001131022,0,0.001021659,0.000522284,0.000994055,0.002051742,0,0.000440141,0,0.000821872,0.001492826,0.000632079,0.000724165,0,9.13E-05,0.000731757,0.001104881,0.000908988
chloramphenicol acetyltransferase (CAT),0.002296414,0.000234975,0.000810825,9.81E-05,0.003066309,0.000864636,6.50E-05,0.000927362,0,0.001712643,0.001950018,0.000488971,0.002387125,0.00032912,0.000664538,0.007978723,0.00071559,0.000658155,0.000246873,0.000130063,0.000245394,0.00019276,0.000380449,0.000116962,0.001746655,0.000519545,0.000596316,0.007174546,0.001316367,7.19E-05,2.44E-05,0.00038938,0.002447164,0,0.001012282,1.53E-05,0.000474941,9.64E-05,1.53E-05,0.000302129,0,7.78E-05,0.000657986,0.004205607,0.001441139,0,0.000659047,2.14E-05,0,0.000300672,0.000902009,0.000775985,0,7.11E-05,0.000854385,0.000828113,0,0.000665159,0.000228068,0.001519427,0.005104645,1.40E-05,6.92E-06,0.00029876,1.90E-05,9.53E-06,0,0.000378472,0.001425302,3.30E-05,0.000291054,0.000408335,0.000494158,0.001693727,0.000353043,0.000884426,0.000223048,0.000425488,0.002978763,0.000642625,0.000681663,0.000751011,0.000267728,0.000422733,0.000478652,1.54E-05,0.000293552,0,0,0.000155415,0.000685665,6.63E-05,0.000542308,0.000216881,0.002890943,0.004051864,0,0.000207267,3.13E-05,0.000236483,0,0.000575609,4.21E-05,0.00151548,0,0.001065363,0.00075991,0.000142595,0.000495843,6.06E-05,0.000659493,0.001310978,0.006695854,0,0,0.003774162,0.000306244,0.000674878,0.00032352,0.001997337,8.18E-05,0.003292316,6.52E-05,0.000436753,0.000953434,8.24E-05,0.001250287,0.001952807,0.006079027,0.000282755,0.000283086,0.001566544,0,0.000458795,0.000128234,0,0.000103563,0.004561003,0.000922509,0.000614693,0.000101133,0.000144833,0.001066434,0.0004746,8.41E-06,0.00027622,0.001363481
BlaZ beta-lactamase,0.000529942,0,0.000202706,3.92E-05,0,0.000288212,0,3.37E-05,0,0,0,0.00021732,0.000102672,9.75E-05,0.000258431,0.003546099,0,0,8.23E-05,0,0,0.00019276,3.62E-05,0,8.01E-05,0,8.90E-05,0.000831831,0,0,0,0,0.002224694,0,0,0.000183058,0,3.21E-05,0,0,0.002209945,0,6.13E-05,0,0,0,0,6.43E-05,0,0,4.10E-05,1.02E-05,0.00125,0.000123352,0.000508013,0.000344364,0.00311042,0,0,0.002062079,0,0,1.38E-05,0,9.52E-05,0,0,0,0.000209219,0,0,8.17E-05,3.53E-05,0.000136277,2.02E-05,1.36E-05,0,5.11E-05,0.00228004,0.0003273,0.006816633,7.70E-05,0,0.000124333,0.00045472,0,6.52E-05,0,0,3.11E-05,0,4.42E-05,6.20E-05,0,0.007721861,0.009724473,4.92E-05,0,0,0,0.002253944,5.01E-05,0,0.000649491,0,0.000344676,0.000123229,0,5.72E-05,0,0.007219715,0,0,4.52E-05,0,0,3.83E-05,0,0,0.001331558,0,3.64E-05,3.26E-05,5.82E-05,0,0.000576559,0,0,0,0,0,0.001975208,0.001044568,0.000114699,0,0,0,0,0.000587051,8.78E-05,0,1.45E-05,0.014644697,3.65E-05,0,0,0.000227247
CfxA beta-lactamase,0.000176647,0,5.07E-05,0,0,0,0,0,0,0,0.000153949,0.00021732,0,2.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107548,0,0,0,0,0,0.000779008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,9.95E-05,0,0,0,0,0,0,4.29E-05,0,0.000108462,0,0,0,0,0,0,0,0,0,0,0.001154651,0,0,0,0,0,0,0.000520653,0,0.000257533,1.51E-05,0,0,3.83E-05,0.000843597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000204332,0.000174095,5.73E-05,0,0,0,0,0,3.51E-05,0,0,0,0,0,0,0
lipid A phosphatase,0.001413178,5.34E-05,0,0,0.000306631,0.000192141,0,0,0,0.000159031,0.000153949,0.000271651,0.000205344,0,0,0,0,0,0,0,0,0,3.62E-05,0,0.00025639,0,8.90E-06,0.000103979,0,1.44E-05,2.44E-05,2.43E-05,4.45E-05,0,0,1.53E-05,0,0,0,0,0,0,0,0.001869159,0,0,0,0,0,4.30E-05,0.000615006,2.04E-05,0,8.42E-07,6.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31E-05,0,0,0,0.000141188,0,0,0,0,1.70E-05,9.19E-05,7.98E-06,0,0,0,0.000161633,3.59E-05,0,0,0,0,6.22E-06,0.000199986,0,0,3.61E-05,0.000114116,0,0,0,0,0,0,0,0,7.22E-05,0,0,0,0,1.91E-05,0,0.000104131,0,0,0,0,0,3.83E-05,0.000843597,0,0,0,0,0,9.71E-06,0,0,0,0,0,0,0,0.000408664,0.000348189,0,0,0,0,0,0,7.03E-05,0,1.45E-05,0,2.74E-05,0,0,0.000227247
BJP beta-lactamase,0.000883236,0,0,1.96E-05,0,0.000144106,0,0,5.92E-06,0,0,0,0,0,0,0,0,0,0.000246873,0,0,0,0,9.75E-06,0.000192292,0,0,0,0,0,0,9.73E-05,0.000355951,0,0.000202456,0,1.19E-05,0,0,0,0,0,0,0,2.15E-05,0,0,0,0,6.01E-05,0,5.11E-05,0,0,0.000600379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000143838,0,6.24E-05,2.72E-05,3.53E-05,1.95E-05,0,0,0.000297398,0.000238274,0.000459686,0,0.000681663,0.000558444,0,9.95E-05,1.20E-05,0,0,0,0,0,4.29E-05,0,0,9.04E-05,0,0,0.000122923,0,0,2.15E-05,0,0,0,0,0,0.000376011,0,0,0,1.01E-05,0.000138841,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0,5.49E-05,2.55E-05,0.000325468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165222,2.74E-05,0,0,0
glycopeptide resistance gene cluster;vanZ,0.000706589,1.07E-05,0,0,0.000306631,0,0,2.53E-05,0,8.56E-05,5.13E-05,0.00010866,2.57E-05,0,0,0,1.88E-05,0,0,0,0,0,0,2.92E-05,0.00011217,8.25E-06,2.23E-05,0,0,7.19E-06,2.44E-05,0,0.000845384,0,0,0.000122039,7.12E-05,6.43E-05,0,0,0,0,2.79E-05,0,0,0,1.81E-05,1.43E-05,0,4.30E-05,0.000246002,0.000214417,0,0,0.000138549,0,0,6.65E-05,0,0,0.000510465,0,0,0,0,0,0,4.33E-05,0.000156914,2.47E-05,0,0,0,0.000389363,2.02E-05,0,0,0.000136156,3.68E-05,0,0.001363327,0,0,0,0.000167528,0,0,0,0,3.11E-05,8.57E-05,0,0,1.81E-05,0,0,0,0,0,0,0,0,0,0.002020639,0,6.27E-05,4.11E-05,0,3.81E-05,0,0,0.000275995,0,0,0,0,0,0,4.41E-05,0,2.04E-05,0,0,4.85E-05,7.63E-05,0,0,0,0,0.00015905,0.000141543,0.000612996,0,7.65E-05,3.21E-05,0,7.77E-05,0,0.000100637,8.78E-05,0,0,0,9.13E-06,3.36E-05,0,0
ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump,0.001413178,0.005393743,0.006841332,0.004843992,0.003142967,0.002209626,0.005815842,0.004341741,0.005021406,0.006446877,0.005388208,0.003259807,0.003567853,0.006143569,0.003950307,0.007978723,0.009001375,0.005923391,0.005307768,0.005566683,0.003873727,0.004202167,0.004619733,0.005321793,0.004759234,0.003785255,0.006777534,0.009254124,0.009653357,0.005422549,0.004853422,0.002701321,0.003826474,0,0.005574302,0.003996766,0.005901141,0.004594082,0.005413072,0.005342917,0.008471455,0.00461352,0.006908858,0.001869159,0.004710589,0,0.004830002,0.004103987,0.001666667,0.005128602,0.003280033,0.005064325,0.000625,0.004909665,0.005010853,0.006879079,0.01244168,0.004988692,0.004713395,0.014434556,0.007401736,0.005641887,0.005038481,0.004879749,0.00443818,0.004964884,0.012345679,0.005363496,0.004563583,0.005482411,0.004157918,0.005390028,0.004094455,0.005490013,0.004448345,0.005946064,0.004907063,0.005480291,0.003622322,0.006162812,0.008179959,0.0054689,0.006240826,0.005060364,0.007945625,0.004798588,0.005479631,0.002622951,0.003340013,0.004538108,0.004913935,0.005235024,0.003827143,0.004807519,0.013199437,0.003241491,0.005310257,0.005103062,0.005659124,0.004944642,0.004507889,0.005731065,0.005239836,0.003030959,0,0.00535815,0.005689053,0.005622326,0.005950111,0.005394975,0.010933704,0.005588905,0.003090394,0.004605134,0.006451613,0.010353445,0.005550664,0.001349755,0.003205788,0.009986684,0.004232956,0.010277118,0.00596937,0.005464269,0.005301095,0.004283008,0.006761757,0.007160293,0.003647416,0.00342841,0.007218684,0.003269309,0.004700557,0.00445413,0.005033181,0,0.004323737,0.009122007,0.005769876,0.003758408,0.004209648,0.004258093,0.00666897,0.003303945,0.004272785,0.005662514,0.004658562
AAC(6'),0.001059883,0.000138849,0.000354736,0.000117668,0.00068992,0.000192141,0.000227435,0.000118028,0,0.000146798,0.000718428,0,0.0006417,0,0.000203053,0,0.000338964,0.000263262,0,0.000121392,8.76E-05,0.000154208,0.000271749,4.87E-05,0.000689047,3.30E-05,0.000173555,0.000173298,0,3.60E-05,9.76E-05,0.000535397,0.000266963,0,0.000377919,0.000198313,4.75E-05,0,0,0.000127212,0.000368324,6.11E-05,0.000429364,0.002102804,0.001462649,0.008368201,0.000523626,3.57E-05,0,0.000103087,0.00102501,0.000183786,0.000625,1.01E-05,9.24E-05,0.000155784,0,0.001330318,9.50E-05,0.000325591,0.001020929,0,1.38E-05,0.000248967,7.62E-05,0,0,8.65E-05,0.000353057,0,2.08E-05,0.000122501,7.06E-05,0.000214149,0.00013113,0.000415,7.43E-05,1.70E-05,0.000220649,0.000321312,0,0.000327364,0.0002308,0,0.000203427,3.59E-05,0.000195701,0,0,3.11E-05,0.00021427,1.10E-05,0.00017044,3.61E-05,0.002320362,0.002431118,0,7.15E-05,0,2.15E-05,0,0.000408766,2.53E-05,7.22E-05,0,0.000282008,0.0004313,6.11E-05,2.86E-05,4.04E-05,0.000173551,0.000620989,0,3.01E-05,0,0.000714031,7.66E-05,0.000337439,0.000514691,0.000665779,0,0.000691204,8.15E-05,5.82E-05,0.000381374,1.37E-05,0.000535837,0.000325468,0,0.000141378,0.000141543,0.000476774,0,0.000229397,3.21E-05,0,0.000129453,0,0.000218048,0.000158064,1.26E-05,8.69E-05,0,0.000100396,3.36E-05,2.76E-05,0.000454494
ELM beta-lactamase,0.000176647,0,0,0,0.000153315,9.61E-05,0,0,0,9.79E-05,5.13E-05,0,0,0,0,0,0,0,0,0,0,0,1.81E-05,9.75E-06,4.81E-05,1.65E-05,1.34E-05,0,0,0,0,2.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,6.45E-05,0,4.51E-05,0,0,8.59E-06,8.20E-05,1.02E-05,0,0,0,0,0,0,0,0,0,0,6.92E-06,0,0,0,0,0,0,0,0,0,0,0,2.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80E-05,0,0,0,0,4.30E-05,0,8.34E-06,0,7.22E-05,0,0,0,2.04E-05,0,0,0,0,0,0,0,0,0,0.000168719,0,0,0,0,0,0,0.000190687,0,0,0.000325468,0,0,0,0,0,0,6.41E-05,0,0,0,0,0,0,0,0,9.13E-05,0,0,0
APH(6),0.001059883,0,0,0.000215724,0,0,0,1.69E-05,0,0.000366995,0,0.00010866,0.000693036,0,0,0,0,0,0,0,7.01E-05,7.71E-05,0,2.92E-05,8.01E-05,0.000197922,0,0,0,7.19E-05,0,0,0.000444939,0,0,0,1.19E-05,0.000289138,0,0,0,5.56E-05,1.12E-05,0,0.000172076,0,0,0,0,9.45E-05,0.001476015,0.000255258,0.0025,2.40E-05,0.000692745,0,0,6.65E-05,0,0,0.000255232,0,6.92E-06,0,0,0,0,8.65E-05,0.000326904,8.24E-06,0.000103948,0,0,0.000564576,0,0,0,6.81E-05,0.00057001,0,0,0.00011554,0.000156944,0.000385433,8.38E-05,0,0,0,0,1.24E-05,0,0,0.000123956,0.000289174,0,0,2.46E-05,1.43E-05,0,8.60E-05,0,0,0,0.001298982,0,0.000344676,2.05E-05,0,2.86E-05,0,0.000451232,0.000896985,0.00180273,0,0,0,5.74E-05,0.000843597,0,0,0,0.000591162,4.89E-05,6.79E-05,0,0,2.55E-05,0,0,0.000671544,0.000566171,0,0,1.91E-05,0.000160292,0,0.000155344,0,0.000335458,0.000316128,2.53E-05,0,0.000150202,0.00011865,0.000159809,0,0
APH(3''),0.000529942,0,0,5.88E-05,0,0,0,5.06E-05,0,2.45E-05,0,0.00010866,0.000333684,0,0,0,0,0,0,0,3.51E-05,0,0,0,1.60E-05,4.95E-05,0,0,0,1.44E-05,7.32E-05,0,0,0,0,6.10E-05,0,3.21E-05,0,0,0,0.000100052,5.02E-05,0,0.000172076,0,9.03E-06,0,0,9.45E-05,0.000533005,0.000285889,0,5.89E-06,0.000854385,0,0,0,0,0,0,0,0,0,0,0,0,3.24E-05,0.000183066,0,0,0,0,0.000175213,0,0,0,5.11E-05,0.000147099,0,0,0.00017331,5.54E-05,0,0,0,0,0,0,1.24E-05,1.43E-05,0,6.20E-05,0,0,0.001620746,2.46E-05,0,0,0,0,0,0,0.000432994,0,0,0,0,0,0,0,0.000551991,0,0,0,0,0,0.000168719,0,0,0,0.000391076,8.15E-05,0,0,0,2.55E-05,0,0,0.000706889,0,0,0,7.65E-05,0,0,5.18E-05,0,3.35E-05,0.000158064,0,0,0,0,0,0,0.001363481
